Customer ID,Recency,Frequency,Monetary
18264,64,1,603.25
18267,238,1,269.37
18268,157,5,1464.73
18271,175,2,680.85
18272,114,3,1307.4
18273,156,1,153.0
18275,144,2,741.85
18276,85,3,683.67
18277,60,2,337.14
18279,85,1,231.34
18281,143,1,120.32
18283,43,4,446.42
18285,226,1,427.0
18286,42,2,1296.43
18287,10,3,1964.21
